ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE,health_system,affiliation_type,latitude,longitude,geocoded,estimated_annual_visits,estimated_medicare_visits,estimated_medicaid_visits,volume_category,quality_score,patient_satisfaction,comprehensive_score,viability_category
O20200204002985,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1962573212,N,263974,7012828163,SSM CARDINAL GLENNON CHILDREN'S HOSPITAL,SSM HELATH CARDINAL GLENNON PEDIATRICS,1999-12-22,MO,CORPORATION,,N,511 ASHLAND AVE,,WARRENTON,MO,633831065,SSM,Affiliated,,,False,2400,840,600,Low,4.616205651965817,81.32781866106285,100.0,Strong
O20200303002470,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1639736457,N,268777,7315192515,SOUTHEAST HEALTH CENTER OF STODDARD COUNTY LLC,MERCY HOSPITAL STODDARD,2012-11-30,MO,LLC,,N,800 US HIGHWAY 61,,NEW MADRID,MO,638691106,Independent,Independent,,,False,1800,630,450,Low,2.7849293110196838,97.70692857804396,85.91041010188313,Strong
O20200306000220,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1255847745,N,268648,8820329782,COX BARTON COUNTY HOSPITAL,MEDICAL ONE CLINIC,,,CORPORATION,,N,29 NW 1ST LN,,LAMAR,MO,647598105,COXHEALTH,Affiliated,,,False,2400,840,600,Low,3.579977756651508,76.81866255058495,100.0,Strong
O20200319002342,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1891325072,N,268781,8224940366,SCOTLAND COUNTY MEMORIAL HOSPITAL,EDINA MEDICAL SERVICES,,,OTHER,POLITICAL SUBDIVISION,P,55682 STATE HIGHWAY 6,STE A,EDINA,MO,635374268,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.8653702886430454,77.48220586300336,93.20970174087252,Strong
O20200401000365,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1952934937,N,793855,1052740750,TABLE ROCK FAMILY CARE CLINIC LLC,TABLE ROCK FAMILY MEDICINE AND OBSTETRICS,2019-09-26,MO,LLC,,P,800 HIGHWAY 248,STE F,BRANSON,MO,656164078,Independent,Independent,36.63567801012775,-93.21281183057852,True,7200,2520,1800,Medium,4.220636644533058,70.40639100459755,88.92318567859199,Strong
O20200428000061,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1003821307,N,268780,5092622001,CAMERON REGIONAL MEDICAL CENTER INC,WALNUT MEDICAL CLINIC,1963-06-28,MO,CORPORATION,,N,921 N WALNUT STREET,,CAMERON,MO,644291341,Regional System,Affiliated,,,False,2400,840,600,Low,3.0820689244102804,66.50155630535208,98.97843132817633,Strong
O20200804000698,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1598373359,N,268784,3870491863,OZARKS MEDICAL CENTER,OZARKS HEALTHCARE ZIZZER CLINIC,,,CORPORATION,,N,1013 N COLLEGE ST,,WEST PLAINS,MO,657753319,OZARKS,Affiliated,36.72834773981259,-91.85441021538666,True,9600,3360,2400,Medium,4.38158187607748,83.30335816544246,100.0,Strong
O20201002001329,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1588281844,N,268783,6103714126,BOTHWELL REGIONAL HEALTH CENTER,BOTHWELL TLC PEDIATRICS,2021-10-12,MO,OTHER,CITY OWNED AND OPERATED,N,2925 CLINTON RD,,SEDALIA,MO,653017915,BOTHWELL,Affiliated,,,False,1200,420,300,Low,3.8051165305097934,66.43916174091133,100.0,Strong
O20201023000575,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1902854037,N,268788,6103714126,BOTHWELL REGIONAL HEALTH CENTER,BOTHWELL OB/GYN ASSOCIATES,,,OTHER,CITY OWNED AND OPERATED,N,3401 W 10TH ST,,SEDALIA,MO,653012112,BOTHWELL,Affiliated,,,False,1200,420,300,Low,3.309245674476024,75.71566237219392,100.0,Strong
O20210426000584,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1467047738,N,793827,6406834951,WOMENS HEALTH SPECIALISTS PC,,,,CORPORATION,,P,2340 KATY LN,,POPLAR BLUFF,MO,639012300,Independent,Independent,36.76526457428021,-90.39475942430342,True,13600,4760,3400,High,3.731051737131635,70.22342553234883,91.94654950176142,Strong
O20210430000555,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1396337473,N,793857,3870853294,MIDWEST OB GYN OF MISSOURI LLC,,2016-09-14,MO,LLC,,P,2210 BARRON RD,STE 206,POPLAR BLUFF,MO,639011908,Independent,Independent,36.74788096849117,-90.39485107242668,True,10200,3570,2550,High,3.599529847786735,79.78979825746391,92.37709921689333,Strong
O20210608002462,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1134752140,Y,268789,2567351570,JOHN FITZGIBBON MEMORIAL HOSPITAL INC.,MID-MISSOURI FAMILY HEALTH AT FITZGIBBON,1961-04-12,MO,CORPORATION,,N,2303 S HIGHWAY 65,STE A,MARSHALL,MO,653403735,MEMORIAL,Affiliated,,,False,2400,840,600,Low,3.4998915614206023,78.33662105286949,100.0,Strong
O20210630001113,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1104432806,N,268808,6800894379,JEFFERSON MEDICAL GROUP,,,,CORPORATION,,N,807 E BROADWAY ST,,BRUNSWICK,MO,652361468,Independent,Independent,,,False,2400,840,600,Low,3.5349010424950094,85.375399442579,87.67714411423793,Strong
O20210714001505,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1043885254,N,793851,1355743741,FCC MEDICAL CLINICS LLC,FCC PRIMARY CARE CLINIC,,,LLC,,N,900 STATE ROUTE VV,,KENNETT,MO,638573834,Independent,Independent,,,False,1800,630,450,Low,3.30734320156912,69.89983601145254,85.21935640742173,Strong
O20210720003240,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1356916555,N,268792,7315847209,EXCELSIOR SPRINGS CITY HOSPITAL,LAWSON PRIMARY CARE,,,OTHER,CITY GOVERNMENT OWNED,P,411 N PENNSYLVANIA AVE,,LAWSON,MO,640629402,Regional System,Affiliated,,,False,1200,420,300,Low,3.8567586726256238,72.30125064706628,92.65715975520912,Strong
O20210722000907,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1205402195,N,793856,749192375,"QUINCY PHYSICIANS & SURGEONS CLINIC, PLLC",QUINCY MEDICAL GROUP KAHOKA AFFILIATE,1987-01-01,IL,CORPORATION,,P,133 E MAIN ST,,KAHOKA,MO,634451775,Independent,Independent,,,False,2400,840,600,Low,3.8310653372605232,65.21236284217693,76.84549763325978,Strong
O20210728002902,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1013585561,N,793859,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC FARMINGTON,1972-05-04,MO,CORPORATION,,N,515 MAPLE VALLEY DR,,FARMINGTON,MO,636401919,Regional System,Affiliated,,,False,2400,840,600,Low,4.593008408072676,70.55706739923889,100.0,Strong
O20210922000428,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1386311223,N,268785,9133026776,LAKE REGIONAL HEALTH SYSTEM,LAKE REGIONAL CLINIC-LEBANON,,,CORPORATION,,N,755 COWAN DRIVE,,LEBANON,MO,65536,Regional System,Affiliated,,,False,2400,840,600,Low,3.181092250586575,78.77300493044852,100.0,Strong
O20210924000114,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1316616212,N,268786,9133026776,LAKE REGIONAL HEALTH SYSTEM,LAKE REGIONAL OBSTETRICS & GYNECOLOGY,,,CORPORATION,,N,54 HOSPITAL DR,STE 201,OSAGE BEACH,MO,650653050,Regional System,Affiliated,,,False,2400,840,600,Low,4.866516687328133,82.56988616645351,100.0,Strong
O20210924000170,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1184393092,N,268787,9133026776,LAKE REGIONAL HEALTH SYSTEM,LAKE REGIONAL EXPRESS CARE - CAMDENTON,,,CORPORATION,,N,226 E US HIGHWAY 54,,CAMDENTON,MO,650206819,Regional System,Affiliated,,,False,2400,840,600,Low,2.8239561002387488,65.77834675822375,97.87365907677737,Strong
O20211004002355,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1619648532,N,268983,6507090644,BOONE PHYSICIAN SERVICES LLC,CENTRALIA FAMILY HEALTH CLINIC,2012-07-03,MO,LLC,,N,1021 E HIGHWAY 22,,CENTRALIA,MO,652401183,Independent,Independent,,,False,1800,630,450,Low,3.4241074524822084,83.6960592010566,87.06603573003449,Strong
O20220331000624,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568127397,N,268791,4183528169,CITIZENS MEMORIAL HEALTHCARE,CMH WILLARD MEDICAL CENTER,,,OTHER,HOSPITAL DISTRICT,N,502 S MILLER RD,,WILLARD,MO,657819753,MEMORIAL,Affiliated,,,False,1200,420,300,Low,4.094158603242288,88.55637858804951,100.0,Strong
O20220518001770,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1497705313,N,268795,6103714126,BOTHWELL REGIONAL HEALTH CENTER,COLE CAMP CLINIC,2021-10-12,MO,OTHER,CITY OWNED AND OPERATED,N,1201 E MAIN ST,,COLE CAMP,MO,653251256,BOTHWELL,Affiliated,,,False,1200,420,300,Low,3.940495933867516,79.13434903223701,100.0,Strong
O20220607002711,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1184360273,N,793865,5698773539,MCPHERSON MEDICAL & DIAGNOSTIC LLC,A & M MEDICAL & DIAGNOSTIC,2017-05-01,MO,LLC,,P,304 TEACO RD,STE A,KENNETT,MO,638573268,Independent,Independent,,,False,1800,630,450,Low,3.188650240089703,93.76795812558066,77.13139677291689,Strong
O20220609002314,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1336885433,N,793866,5698773539,MCPHERSON MEDICAL & DIAGNOSTIC LLC,HAYTI MEDICAL & DIAGNOSTIC,,,LLC,,P,223 S 3RD ST,,HAYTI,MO,638511617,Independent,Independent,,,False,1800,630,450,Low,3.395938874821362,67.26210800896428,75.30996630018187,Strong
O20220610000655,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1881330975,N,793864,5698773539,MCPHERSON MEDICAL & DIAGNOSTIC LLC,STEELE FAMILY CLINIC,2017-05-01,MO,LLC,,P,216 W MAIN ST,,STEELE,MO,638771436,Independent,Independent,,,False,1800,630,450,Low,3.2534995326705833,62.55345296688583,74.26934342737093,Strong
O20220621001658,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1073279873,N,268790,2567351570,JOHN FITZGIBBON MEMORIAL HOSPITAL INC.,PILOT GROVE MEDICAL CLINIC AT FITZGIBBON,1961-04-12,MO,CORPORATION,,N,212 COLLEGE ST,,PILOT GROVE,MO,652761005,MEMORIAL,Affiliated,,,False,2400,840,600,Low,3.505317621527894,57.212797510957216,99.7425502372073,Strong
O20220622002578,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1457099046,N,793861,5698773539,MCPHERSON MEDICAL & DIAGNOSTIC LLC,GIDEON MEDICAL CLINIC,2017-05-01,MO,LLC,,P,100 N MAIN ST,,GIDEON,MO,638489253,Independent,Independent,,,False,1800,630,450,Low,3.9248010485105125,89.96044311489183,79.69524850553124,Strong
O20221108003271,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1730805136,N,268793,9830095280,NEVADA CITY HOSPITAL,NEVADA MEDICAL CLINIC,,,OTHER,"CITY HOSPITAL, NEVADACITY CODE CH 2, ART III, SEC 2-9 ET SEQ",N,900 S ADAMS ST,,NEVADA,MO,647723210,Regional System,Affiliated,37.83370910185611,-94.35616852675433,True,1200,420,300,Low,3.9785077429825235,81.54365656354058,100.0,Strong
O20221117000472,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1174260111,N,793863,8729398425,MIDWEST MEDICAL PRACTITIONERS LLC,,2015-05-12,MO,LLC,,P,120 BOYD ST,,DE SOTO,MO,630201702,Independent,Independent,,,False,1800,630,450,Low,3.153545202369673,74.44415329089544,75.05859613856825,Strong
O20230113001341,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1376271205,N,268794,1951219237,PARKLAND HEALTH CENTER,PARKLAND HEALTH CENTER MEDICAL CLINIC,,,CORPORATION,,N,1103 W LIBERTY ST,,FARMINGTON,MO,636401921,Independent,Independent,,,False,2400,840,600,Low,3.9497999377166253,77.7996862631982,88.57916837718632,Strong
O20230126003075,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1184625782,N,793860,2062401466,WILLOW HEALTH CARE INC,WESTWOOD RURAL HEALTH CLINIC,1978-01-01,MO,CORPORATION,,N,2646 STATE ROUTE 76,BOX 309,WILLOW SPRINGS,MO,657938254,Independent,Independent,,,False,2400,840,600,Low,3.6536497604383045,63.74510952701623,85.98910999445485,Strong
O20230210001092,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1194077701,N,268797,2860391158,PHELPS COUNTY REGIONAL MEDICAL CENTER,PHELPS HEALTH MEDICAL GROUP SALEM,,,OTHER,COUNTY HOSPITAL,N,1415 W SCENIC RIVERS BLVD,,SALEM,MO,655602840,PHELPS,Affiliated,,,False,1200,420,300,Low,4.20643105941948,99.45751979616827,100.0,Strong
O20230303001691,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1457799520,N,268799,2860391158,PHELPS COUNTY REGIONAL MEDICAL CENTER,PHELPS HEALTH MEDICAL GROUP ST JAMES,,,OTHER,COUNTY HOSPITAL,N,1000 N JEFFERSON ST,,SAINT JAMES,MO,655591078,PHELPS,Affiliated,,,False,1200,420,300,Low,4.114814420961806,76.29221181975228,100.0,Strong
O20230303002223,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1366066037,N,268798,2860391158,PHELPS COUNTY REGIONAL MEDICAL CENTER,PHELPS HEALTH MEDICAL GROUP,,,OTHER,COUNTY HOSPITAL,N,1050 W 10TH ST,,ROLLA,MO,654012905,PHELPS,Affiliated,,,False,1200,420,300,Low,3.3855024945389633,76.09394794604893,100.0,Strong
O20230410000480,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1447430574,N,268796,2860391158,PHELPS COUNTY REGIONAL MEDICAL CENTER,PHELPS HEALTH WAYNESVILLE MEDICAL PLAZA,,,OTHER,COUNTY HOSPITAL,N,1000 GW LN,,WAYNESVILLE,MO,655832339,PHELPS,Affiliated,,,False,1200,420,300,Low,3.519909479901515,82.25766623898693,100.0,Strong
O20230531002462,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1457062101,N,268800,3072422534,BLESSING HOSPITAL,BLESSING HEALTH HANNIBAL,1973-10-29,IL,CORPORATION,,N,100 MEDICAL DR,"STE A, 1G, 1H",HANNIBAL,MO,634016877,HANNIBAL,Affiliated,39.714112944875474,-91.35606205091817,True,13600,4760,3400,High,4.173646802561631,79.81009231736714,100.0,Strong
O20230627003164,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1942335203,N,268609,5092616276,SGOH ACQUISITION INC,OCH WEBSTER COUNTY CLINIC,,,CORPORATION,,N,101 S MAIN STREET,,ROGERVILLE,MO,657429357,Independent,Independent,,,False,2400,840,600,Low,3.8051851327167325,77.23884024279131,87.94462455514606,Strong
O20230708000102,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1407542103,N,268801,3072422534,BLESSING HOSPITAL,BLESSING HEALTH PALMYRA,1973-10-29,IL,CORPORATION,,N,6996 COUNTY ROAD 326,,PALMYRA,MO,634613119,HANNIBAL,Affiliated,,,False,2400,840,600,Low,3.7895492030179256,67.09525544554688,100.0,Strong
O20231102003157,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1720767940,N,268717,1153777826,MERCY HOSPITAL PERRY,MERCY HOSPITAL PERRY - RHC III,2023-03-21,MO,CORPORATION,,N,1508 EDGEMONT BLVD,,PERRYVILLE,MO,637751231,MERCY,Affiliated,,,False,2400,840,600,Low,3.8586636916543906,79.71468357135996,100.0,Strong
O20231102003465,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1336828565,N,268763,1153777826,MERCY HOSPITAL PERRY,MERCY HOSPITAL PERRY - RHC IV,2023-03-21,MO,CORPORATION,,N,210 HOSPITAL LN,STE 202,PERRYVILLE,MO,637754200,MERCY,Affiliated,,,False,2400,840,600,Low,4.438832447894212,93.82024496475033,100.0,Strong
O20231106001830,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1639858855,N,268592,1153777826,MERCY HOSPITAL PERRY,MERCY HOSPITAL PERRY - RHC I,2023-03-21,MO,CORPORATION,,N,212 HOSPITAL LN,STE 101A,PERRYVILLE,MO,637754204,MERCY,Affiliated,,,False,2400,840,600,Low,3.5042143055820847,88.45420046154977,100.0,Strong
O20231109001996,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1215613880,N,268614,1153777826,MERCY HOSPITAL PERRY,MERCY HOSPITAL PERRY - RHC II,2023-03-21,MO,CORPORATION,,N,206 HOSPITAL LN,STE 201,PERRYVILLE,MO,637751382,MERCY,Affiliated,,,False,2400,840,600,Low,4.073548690585019,90.93186626639397,100.0,Strong
O20240322002611,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1861423683,N,268806,5092624320,SKAGGS COMMUNITY HOSPITAL ASSOCIATION,COXHEALTH CENTER FORSYTH,,,CORPORATION,,N,13852 US HIGHWAY 160,,FORSYTH,MO,656535156,Regional System,Affiliated,,,False,2400,840,600,Low,3.698903673783053,69.88784323568815,100.0,Strong
O20240403000237,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1861269318,N,268803,5092622001,CAMERON REGIONAL MEDICAL CENTER INC,KING CITY FAMILY HEALTH,1963-07-02,MO,CORPORATION,,N,200 E VERMONT ST,,KING CITY,MO,644637812,Regional System,Affiliated,,,False,2400,840,600,Low,3.6911593983863895,65.1039517974142,100.0,Strong
O20241021003778,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1104512805,N,268809,3072422534,BLESSING HOSPITAL,BLESSING HEALTH KAHOKA,1973-10-29,IL,CORPORATION,,N,103 E COMMERCIAL ST,,KAHOKA,MO,634451701,HANNIBAL,Affiliated,,,False,2400,840,600,Low,4.349388425993595,73.74213079900352,100.0,Strong
O20241118000193,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1760241939,N,268804,1355252891,MISSOURI DELTA MEDICAL CENTER,MALDEN PRIMARY CARE,,,CORPORATION,,N,412 W BROADWATER RD,,MALDEN,MO,638631358,Regional System,Affiliated,,,False,2400,840,600,Low,4.212708174494015,75.55724912288694,100.0,Strong
O20241202003695,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1154053833,N,263929,9931166618,NEW LIBERTY HOSPITAL CORPORATION,THE PLATTSBURG CLINIC,,,CORPORATION,,N,400 W CLAY AVE,,PLATTSBURG,MO,644771424,Regional System,Affiliated,,,False,2400,840,600,Low,4.206754818000319,85.94191518470949,100.0,Strong
O20250117000194,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1336506757,N,268805,5092624320,SKAGGS COMMUNITY HOSPITAL ASSOCIATION,COXHEALTH WOMENS CENTER BRANSON,,,CORPORATION,,N,525 BRANSON LANDING BLVD,STE 408,BRANSON,MO,656162192,Regional System,Affiliated,36.64381597001314,-93.22769163353476,True,9600,3360,2400,Medium,4.452739403577165,58.07535370285181,100.0,Strong
O20250204001028,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1427806413,N,268807,1951219237,PARKLAND HEALTH CENTER,PARKLAND HEALTH CENTER PRIMARY CARE CLINIC,,,CORPORATION,,N,1106 HAZEL LN,,FARMINGTON,MO,636401999,Independent,Independent,,,False,2400,840,600,Low,3.5105019208163797,90.29550319460614,88.07155800272614,Strong
